PAR_CODE;PAR_OMS;CASnummer;parametergroup0;parametergroup1;parametergroup2;DATUM_STATUS;STATUS
MACEV_BAEOTENE;Baetopus tenellus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAET;Baetidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_BAGO;Bagous;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGOALIS;Bagous alismatis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGOBINO;Bagous binodulus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGOBREV;Bagous brevis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGOCOLL;Bagous collignensis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGOCYLI;Bagous cylindrus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_BAGOELEG;Bagous elegans;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGOFRIT;Bagous frit;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGOGLAB;Bagous glabrirostris;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGOLIMO;Bagous limosus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGOLONG;Bagous longitarsis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGOLULO;Bagous lutulosus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGOLUTO;Bagous lutosus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGOLUTU;Bagous lutulentus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGONODU;Bagous nodulosus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGOPETR;Bagous petro;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGOPUNT;Bagous puncticollis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGOROBU;Bagous robustus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGOROTU;Bagous rotundicollis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGOSUBC;Bagous subcarinatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGOTEMP;Bagous tempestivus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAGOTUBU;Bagous tubulus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BALA;Balanus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;5-6-2009;Preferred name
MACEV_BALACREN;Balanus crenatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;17-2-2011;Preferred name
MACEV_BALAIMPR;Balanus improvisus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;5-6-2009;Preferred name
MACEV_BALD;Balanidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;5-6-2009;Preferred name
MACEV_BALR;Baltidrilus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;12-11-2013;Preferred name
MACEV_BALRCOST;Baltidrilus costatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;12-11-2013;Preferred name
MACEV_BAND;Bandakia;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BANDCONC;Bandakia concreta;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BANK;Bankia;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BARE;Barleeiidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;27-11-2012;Preferred name
MACEV_BARL;Barleeia;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;27-11-2012;Preferred name
MACEV_BARLUNIF;Barleeia unifasciata;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;27-11-2012;Preferred name
MACEV_BARN;Barnea;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BARNCAND;Barnea candida;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BARO;Barbronia;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Preferred name
MACEV_BAROWEBE;Barbronia weberi;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Preferred name
MACEV_BASO;Basommatophora;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BATH;Bathycranium;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_BATI;Baetis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_BATIALPI;Baetis alpinus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_BATIATRE;Baetis atrebatinus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BATIBUCE;Baetis buceratus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_BATIDIGI;Baetis digitatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_BATIFUSC;Baetis fuscatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_BATILUTH;Baetis lutheri;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_BATIMELA;Baetis melanonyx;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_BATIMUTI;Baetis muticus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_BATINIGE;Baetis niger;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_BATIRHOD;Baetis rhodani;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_BATISCAM;Baetis scambus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_BATITRAC;Baetis tracheatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_BATIVARD;Baetis vardarensis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_BATIVERN;Baetis vernus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_BATRVERR;Batracobdella verrucata;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_BATY;Bathyporeia;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BATYELEG;Bathyporeia elegans;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BATYGRAC;Bathyporeia gracilis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Preferred name
MACEV_BATYGUIL;Bathyporeia guilliamsoniana;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BATYNANA;Bathyporeia nana;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BATYPELA;Bathyporeia pelagica;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BATYPILO;Bathyporeia pilosa;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BATYPILS;Bathyporeia pilosa/sarsi;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Non-taxonomic species group
MACEV_BATYSARS;Bathyporeia sarsi;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BATYTENU;Bathyporeia tenuipes;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAYO;Bathyomphalus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAYOCONT;Bathyomphalus contortus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BAZA;Bazarella;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BDEL;Bdellocephala;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BDELBICO;Bdellocephala bicornis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_BDELPUNC;Bdellocephala punctata;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BDEO;Bdellonemertea;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;12-2-2014;Preferred name
MACEV_BECK;Beckidia;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;22-2-2011;Preferred name
MACEV_BECKZABO;Beckidia zabolotzkyi;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BEEA;Beraea;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BEEAMAUR;Beraea maurus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BEEAPULL;Beraea pullata;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BEEI;Beraeidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BELA;Bela;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;16-2-2011;Preferred name
MACEV_BELANEBU;Bela nebula;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;16-2-2011;Preferred name
MACEV_BELL;Bellamya;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-4-2013;Preferred name
MACEV_BELLCHIN;Bellamya chinensis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-4-2013;Preferred name
MACEV_BERA;Beraeodes;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BERAMINT;Beraeodes minutus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BERD;Berdeniella;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BERI;Beris;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BERICHAL;Beris chalybata;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BERICLAV;Beris clavipes;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BERIFUSC;Beris fuscipes;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BERIMORR;Beris morrisii;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BERIVALL;Beris vallata;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BERO;Berosus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BEROAFFI;Berosus affinis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BEROFULV;Berosus fulvus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BEROLURI;Berosus luridus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BEROSIGN;Berosus signaticollis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BEROSPIN;Berosus spinosus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BEZZ;Bezzia;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BIBI;Bibio;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BIBO;Bibionidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BICE;Bicellariella;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;18-2-2014;Preferred name
MACEV_BICECILI;Bicellariella ciliata;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;18-2-2014;Preferred name
MACEV_BICH;Bichaeta;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;10-12-2013;Preferred name
MACEV_BICHSANG;Bichaeta sanguinea;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;10-12-2013;Preferred name
MACEV_BIDE;Bidessus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;30-8-2010;Preferred name
MACEV_BIDEGEMI;Bidessus geminus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;30-8-2010;Synonym
MACEV_BIDEGROS;Bidessus grossepunctatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BIDEUNIS;Bidessus unistriatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BINI;Bithynia;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BINILEAC;Bithynia leachi;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BINITENT;Bithynia tentaculata;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BINITROS;Bithynia troschelii;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BISP;Bispira;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;26-6-2013;Preferred name
MACEV_BISPCRAS;Bispira crassicornis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;26-6-2013;Preferred name
MACEV_BITH;Bithyniidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BITI;Bittium;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;27-11-2012;Preferred name
MACEV_BITIRETI;Bittium reticulatum;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;27-11-2012;Preferred name
MACEV_BITT;Bittiidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_BIVA;Bivalvia;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BOCC;Boccardiella;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BOCCLIGE;Boccardiella ligerica;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BODO;Bodotria;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;2-6-2009;Preferred name
MACEV_BODOAREN;Bodotria arenosa;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;2-6-2009;Preferred name
MACEV_BODOPULC;Bodotria pulchella;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;17-2-2011;Preferred name
MACEV_BODOSCOR;Bodotria scorpioides;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;2-6-2009;Preferred name
MACEV_BODT;Bodotriidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;2-6-2009;Preferred name
MACEV_BOEO;Boreoheptagyia;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BOEORUGO;Boreoheptagyia rugosa;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BOIA;Boccardia;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Preferred name
MACEV_BOIAREDE;Boccardia redeki;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;7-3-2011;Synonym
MACEV_BOOP;Boophthora;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_BOOPERYT;Boophthora erythrocephala;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_BOPR;Bopyrus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;16-2-2011;Preferred name
MACEV_BOPRSQUI;Bopyrus squillarum;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;16-2-2011;Preferred name
MACEV_BOPY;Bopyridae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BORE;Boreochlus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BORY;Borysthenia;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BORYNATI;Borysthenia naticina;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BOTH;Bothrioneurum;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;10-12-2013;Preferred name
MACEV_BOTHVEJD;Bothrioneurum vejdovskyanum;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;10-12-2013;Preferred name
MACEV_BOTR;Botryllus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;21-5-2012;Preferred name
MACEV_BOTRSCHL;Botryllus schlosseri;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;21-5-2012;Preferred name
MACEV_BRAA;Branchiostoma;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;8-3-2010;Preferred name
MACEV_BRAALANC;Branchiostoma lanceolatum;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;8-3-2010;Preferred name
MACEV_BRAC;Brachycentrus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRACMACU;Brachycentrus maculatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRACSUBN;Brachycentrus subnubilus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRAD;Brada;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Preferred name
MACEV_BRADVILL;Brada villosa;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Preferred name
MACEV_BRAE;Branchiostomidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;8-3-2010;Preferred name
MACEV_BRAH;Branchiobdellea;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRAN;Branchiobdellida;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRAO;Branchiomma;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Preferred name
MACEV_BRAOBOMB;Branchiomma bombyx;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Preferred name
MACEV_BRAS;Bratislavia;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Preferred name
MACEV_BRASPALM;Bratislavia palmeni;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;15-6-2009;Preferred name
MACEV_BRCE;Brachycentridae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRCH;Brachyptera;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRCHBRAU;Brachyptera braueri;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRCHRISI;Brachyptera risi;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRCU;Brachycercus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_BRCUHARR;Brachycercus harrisella;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;1-10-2012;Preferred name
MACEV_BRHI;Branchiura;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;10-12-2013;Preferred name
MACEV_BRHISOWE;Branchiura sowerbyi;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;10-12-2013;Preferred name
MACEV_BRIL;Brillia;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRILBIFI;Brillia bifida;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRILFLAV;Brillia flavifrons;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_BRILLONG;Brillia longifurca;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRILMODE;Brillia modesta;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
MACEV_BRIP;Brissopsis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRIPLYRI;Brissopsis lyrifera;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRIS;Brissidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRNC;Branchiobdellidae;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;19-5-2009;Preferred name
MACEV_BROB;Branchiobdella;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;19-5-2009;Preferred name
MACEV_BROBASTA;Branchiobdella astaci;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;19-5-2009;Preferred name
MACEV_BROBPARA;Branchiobdella parasita;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;19-5-2009;Preferred name
MACEV_BROD;Branchiodrilus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;10-12-2013;Preferred name
MACEV_BRODHORT;Branchiodrilus hortensis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;10-12-2013;Preferred name
MACEV_BRPH;Bryophaenocladius;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRPHFURC;Bryophaenocladius furcatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRPHILLI;Bryophaenocladius illimbatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRPHMUGR;Bryophaenocladius muscicola gr.;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Non-taxonomic species group
MACEV_BRPHMUSC;Bryophaenocladius muscicola;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRPHNIDO;Bryophaenocladius nidorum;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRPHNITI;Bryophaenocladius nitidicollis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRPHTUBE;Bryophaenocladius tuberculatus;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRPHVERN;Bryophaenocladius vernalis;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRPHXANT;Bryophaenocladius xanthogyne;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRPO;Brachypoda;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRPOMODE;Brachypoda modesta;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRPOVERS;Brachypoda versicolor;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRRA;Brachycera;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRTR;Brachytron;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Preferred name
MACEV_BRTRHAFN;Brachytron hafniense;NVT;ECOLOGISCH;MACROFAUNA;MACROEVERTEBRATEN;25-11-2008;Synonym
